a1_a,a1_b,a1_c,a2,a5_bdh,a5_byr,a5_bmfs1,a5_bmfs2,a5_mdh,a5_myr,a5_mmfs1,a5_mmfs2,a15,a17a_ths,a17b_ths,a17c_ths,a17d_ths,a17e_ths,a17f_ths,a17g_ths,b1_a,b1_b,b1_c,b2_a,b2_b,b2_c,b2_d,b2_e,b5_a,b5_b,b5_c,b5_d,b5_e,c1,c5,d1,d2,d4_recode1,d4_recode2,d4_recode3,d5_age,classid,tfa_teacher,mprid,schoolid,blockid,grade,treatment,bilingual,cscurr,dob,gender,race,hispanic,freelunch,absentdays,suspensions,suspdays,tstform,ge_r,ge_m,ss_r,ss_m,npr_r,npr_m,spanish,pretstform,prege_r,prege_m,press_r,press_m,prenpr_r,prenpr_m,prespanish
1,1,1,30,1,2003,1,22,2,,,,1,,,,,,,,80,10,10,4,3,3,4,1,3,3,3,3,1,2,2,2,2,0,1,0,23,164,0,1131510,302,2,3,0,0,30,08/30/1994,F,Asian/PI/Missing,,,,,,L,025,037,163,182,15,44,0,K,017,017,148,149,8,9,0
1,1,1,30,1,2003,1,22,2,,,,1,,,,,,,,80,10,10,4,3,3,4,1,3,3,3,3,1,2,2,2,2,0,1,0,23,164,0,1131550,302,2,3,0,0,30,02/12/1993,F,Asian/PI/Missing,,,,,,L,037,034,184,177,48,36,0,K,033,017,177,149,56,9,0
1,1,1,30,1,2003,1,22,2,,,,1,,,,,,,,80,10,10,4,3,3,4,1,3,3,3,3,1,2,2,2,2,0,1,0,23,164,0,1129260,302,2,3,0,0,30,11/09/1993,M,Asian/PI/Missing,,,,,,L,037,015,184,144,48,1,0,K,034,019,179,151,59,11,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1133350,302,3,3,0,0,31,08/13/1994,F,Black,No,Yes,7,,,L,018,013,150,141,4,1,0,K, K9,012,131,140,1,3,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131860,302,3,3,0,0,31,03/18/1994,F,Black,No,Yes,3,,,L,026,025,165,160,17,11,0,K,017,014,148,143,8,4,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131720,302,3,3,0,0,31,11/03/1993,M,Black,No,Yes,8,,,L,028,020,168,153,21,5,0,K, K5,019,124,151,1,11,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131610,302,3,3,0,0,31,06/03/1993,M,Black,No,No,4,2,2,L,035,034,180,177,40,36,0,K,027,026,167,165,36,32,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131690,302,3,3,0,0,31,07/03/1993,M,Black,No,Yes,1,,,L,026,035,165,179,17,39,0,K,030,024,171,159,44,21,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131840,302,3,3,0,0,31,08/11/1994,M,Black,No,Yes,22,,,L,030,032,172,174,27,30,0,K,022,019,159,151,22,11,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131620,302,3,3,0,0,31,03/15/1994,F,Black,No,Yes,5,,,L,016,026,146,162,2,13,0,K,017,020,148,153,8,13,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131660,302,3,3,0,0,31,11/11/1993,M,Black,No,Yes,32,,,L,026,029,165,170,17,23,0,K,022,026,159,163,22,28,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1133070,302,3,3,0,0,31,05/01/1993,M,Black,No,Yes,6,,,L,023,024,160,158,71,71,0,K,018,012,150,140,10,3,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131740,302,3,3,0,0,31,03/29/1994,F,Black,No,Yes,2,,,L,016,013,144,141,1,1,0,K,013,023,137,157,1,18,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131700,302,3,3,0,0,31,09/01/1993,F,Black,No,Yes,21,,,L,031,032,174,174,30,30,0,K,022,026,159,163,22,28,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131790,302,3,3,0,0,31,03/10/1994,M,Black,No,Yes,21,,,L,017,037,148,182,3,44,0,K,016,024,144,159,5,21,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131600,302,3,3,0,0,31,11/15/1993,M,Black,No,Yes,9.5,,,L,032,037,176,182,33,44,0,K,022,023,159,157,22,18,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131710,302,3,3,0,0,31,08/15/1994,M,Black,No,No,5.5,,,L,028,032,168,174,21,30,0,K,015,020,142,153,3,13,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1133620,302,3,3,0,0,31,01/01/1900,F,Black,No,Yes,19,,,L,015,023,142,156,1,7,0,K, K9,017,131,149,1,9,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131680,302,3,3,0,0,31,10/29/1993,M,Black,No,No,2,,,L,028,028,168,168,21,20,0,K,019,023,152,157,12,18,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131730,302,3,3,0,0,31,08/10/1994,M,Black,No,Yes,30,,,L,031,038,174,185,30,50,0,K,026,028,165,168,33,39,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131780,302,3,3,0,0,31,05/25/1994,M,Black,No,Yes,13,,,L,032,024,176,158,33,9,0,K,017,020,148,153,8,13,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131810,302,3,3,0,0,31,11/09/1993,M,Black,No,Yes,0,,,L,023,029,160,170,12,23,0,K,015,014,142,143,3,4,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131800,302,3,3,0,0,31,05/13/1994,M,Black,No,Yes,0,,,L,036,034,182,177,44,36,0,K,021,022,157,155,19,15,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131640,302,3,3,0,0,31,12/24/1992,F,Black,No,Yes,0,,,L,032,029,176,170,33,23,0,K,029,020,170,153,42,13,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131850,302,3,3,0,0,31,01/01/1994,F,Black,No,Yes,19,,,L,031,038,174,185,30,50,0,K,017,025,148,161,8,25,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131770,302,3,3,0,0,31,06/21/1993,M,Black,No,Yes,5,,,L,021,024,156,158,8,9,0,K,020,017,154,149,15,9,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131670,302,3,3,0,0,31,05/08/1994,M,Black,No,Yes,8,2,2,L,025,032,164,174,16,30,0,K,017,017,148,149,8,9,0
7,7,3,15,1,1992,1,34,2,,,,1,,,,1,1,1,,50,25,25,4,3,3,3,2,3,3,3,3,2,2,2,2,2,0,0,1,34,165,0,1131760,302,3,3,0,0,31,06/09/1994,F,Black,No,Yes,3,,,L,025,028,163,168,15,20,0,K,017,014,148,143,8,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132280,302,3,3,1,0,29,11/05/1993,M,Black,No,Yes,13.5,,,L,020,017,154,149,6,3,0,K,015,020,142,153,3,13,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132140,302,3,3,1,0,29,01/11/1993,F,Black,No,Yes,48,,,L,012,024,134,158,1,9,0,K, K7,017,128,149,1,9,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132030,302,3,3,1,0,29,01/19/1994,M,Black,No,Yes,25,,,L,013,011,137,135,1,1,0,K, K9,019,131,151,1,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132050,302,3,3,1,0,29,04/13/1993,M,Black,No,Yes,0,,,L,016,023,146,156,2,7,0,K,014,012,140,137,2,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1131990,302,3,3,1,0,29,10/13/1993,M,Black,No,Yes,4,,,L,033,023,178,156,37,7,0,K,027,017,167,149,36,9,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132170,302,3,3,1,0,29,09/25/1993,M,Black,No,Yes,,,,L,031,029,174,170,30,23,0,K,014,022,140,155,2,15,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1133080,302,3,3,1,0,29,10/09/1993,M,Black,No,Yes,42,,,L,045,028,195,168,66,20,0,K,036,019,182,151,64,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132130,302,3,3,1,0,29,09/01/1993,F,Black,No,No,7,,,L,015,017,142,149,1,3,0,K, K6,012,126,140,1,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1133370,302,3,3,1,0,29,04/13/1993,M,Black,No,Yes,18.5,,,L,039,034,186,177,51,36,0,K,034,023,179,157,59,18,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1133360,302,3,3,1,0,29,06/04/1994,M,Black,No,Yes,16,,,L,016,027,146,166,2,18,0,K,014,029,140,170,2,43,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132250,302,3,3,1,0,29,10/22/1993,F,Black,No,Yes,8,,,L,015,017,142,149,1,3,0,K, K7,014,128,143,1,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132100,302,3,3,1,0,29,09/15/1993,F,Black,No,Yes,10,,,L,015,020,142,153,1,5,0,K,013,024,135,159,1,21,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132220,302,3,3,1,0,29,06/27/1993,F,Black,No,Yes,205,,,L,030,025,171,160,25,11,0,K,031,014,173,143,48,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1133090,302,3,3,1,0,29,03/01/1994,M,Black,No,Yes,4,,,L,025,027,164,166,16,18,0,K,021,025,155,161,16,25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1133100,302,3,3,1,0,29,07/13/1994,F,Black,No,Yes,15.5,,,L,023,013,160,141,12,1,0,K,020,016,154,146,15,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132330,302,3,3,1,0,29,06/13/1992,F,Black,No,Yes,18,,,L,021,025,156,160,8,11,0,K,016,024,144,159,5,21,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132200,302,3,3,1,0,29,04/30/1994,F,Black,No,Yes,15,,,L,016,026,146,164,2,15,0,K,017,020,148,153,8,13,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132120,302,3,3,1,0,29,11/05/1992,F,Black,No,Yes,6,,,L,039,045,186,195,51,67,0,K,027,027,167,167,36,37,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,1132090,302,3,3,1,0,29,06/13/1993,M,Black,No,Yes,19.5,,,L,015,037,141,182,1,44,0,K,018,012,150,137,10,1,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1017280,101,21,2,1,0,24,01/02/1994,M,Black,No,,17,,,K,036,024,182,159,76,30,0,K,022,013,159,142,52,19,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016750,101,21,2,1,0,24,12/29/1994,M,Black,No,,6,,,,,,,,,,,,,,,,,,
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016890,101,21,2,1,0,24,12/15/1994,M,Black,No,,8,,,K,026,016,165,146,43,9,0,K,020,011,153,136,40,10,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016710,101,21,2,1,0,24,08/18/1994,F,Black,No,,2,,,K,020,020,154,153,22,19,0,K,017,012,148,140,29,15,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1017240,101,21,2,1,0,24,01/20/1994,F,Black,No,,0,,,K,029,029,170,170,54,55,0,K,028,017,168,148,70,31,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016810,101,21,2,1,0,24,04/17/1994,M,Black,No,,2,,,K,011,012,133,137,1,3,0,K,013, K2,137,122,9,1,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016790,101,21,2,1,0,24,10/25/1994,M,Black,No,,3,,,K,013,012,135,137,1,3,0,K,014, K1,139,118,12,1,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016770,101,21,2,1,0,24,11/04/1994,F,Black,No,,0,,,K,025,027,164,167,41,48,0,K,021,012,157,138,48,12,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016650,101,21,2,1,0,24,12/01/1994,M,Black,No,,31,,,K,019,019,152,151,18,16,0,K,012, K2,134,124,6,1,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016700,101,21,2,1,0,24,02/23/1994,F,Black,No,,17,,,K, K9,016,131,146,1,9,0,K,013, K6,137,128,9,3,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016670,101,21,2,1,0,24,11/02/1994,F,Black,No,,0,,,K,022,022,159,155,31,23,0,K,022,016,159,146,52,27,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016660,101,21,2,1,0,24,01/05/1994,F,Black,No,,5,,,K,030,025,171,161,56,34,0,K,029,010,170,134,74,8,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016690,101,21,2,1,0,24,07/09/1994,M,Black,No,,3,,,K,026,012,165,140,43,5,0,K,021, K1,156,118,46,1,0
2,2,2,4,1,1996,4,,1,1998,1,,1,2,1,2,1,2,1,,70,20,10,4,4,3,3,3,2,3,3,2,2,2,2,2,2,0,1,0,29,167,1,1016720,101,21,2,1,0,24,05/30/1994,F,Black,No,,3,,,K,016,023,144,157,8,26,0,K,013, K9,137,131,9,5,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1017060,101,21,2,0,0,24,04/09/1994,F,Black,No,,6,,,K,020,014,154,143,22,7,0,K,020,015,153,144,40,23,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016730,101,21,2,0,0,24,01/28/1994,F,Black,No,,11,,,K,017,019,148,151,12,16,0,K,016,011,146,136,25,10,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016970,101,21,2,0,0,24,12/27/1994,F,Black,No,,3,,,K,016,014,146,143,9,7,0,K,013, K1,137,118,9,1,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016800,101,21,2,0,0,24,07/01/1994,M,Black,No,,15,,,K,018,016,150,146,15,9,0,K,014, K4,139,126,12,2,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016950,101,21,2,0,0,24,02/22/1994,M,Black,No,,0,,,K,029,023,170,157,54,26,0,K,028,017,168,149,70,34,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016760,101,21,2,0,0,24,08/17/1994,M,Black,No,,8,,,K,027,025,167,161,47,34,0,K,016,015,146,144,25,23,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016870,101,21,2,0,0,24,04/18/1994,M,Black,No,,2,,,K,023,022,161,155,35,23,0,K,015,012,142,138,17,12,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016930,101,21,2,0,0,24,06/14/1993,M,Black,No,,8,,,K,013,016,135,146,1,9,0,K, K7, K9,129,131,1,5,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1017230,101,21,2,0,0,24,03/26/1994,F,Black,No,,13,,,K,021,017,157,149,27,13,0,K,015, K4,142,126,17,2,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016920,101,21,2,0,0,24,07/24/1993,F,Black,No,,7,,,K,019,022,152,155,18,23,0,K,013, K4,137,126,9,2,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016980,101,21,2,0,0,24,02/07/1994,F,Black,No,,12,,,K,017,020,148,153,12,19,0,K,016,010,144,134,21,8,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016850,101,21,2,0,0,24,07/11/1994,F,Black,No,,1,,,K,028,022,168,155,50,23,0,K,022,016,159,146,52,27,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1017220,101,21,2,0,0,24,10/19/1993,M,Black,No,,7,,,K,028,022,168,155,50,23,0,K,020,012,154,140,42,15,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016910,101,21,2,0,0,24,12/31/1994,M,Black,No,,7,,,K,034,026,179,165,71,44,0,K,021,015,157,144,48,23,0
5,5,1,25,1,1997,1,3,1,2001,11,,1,3,2,3,2,3,3,,75,15,10,5,4,4,4,3,3,2,2,3,2,2,2,2,2,1,0,0,27,168,0,1016990,101,21,2,0,0,24,10/23/1994,M,Black,No,,12,,,K,016,012,146,140,9,5,0,K,017, K1,148,120,29,1,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017030,101,21,2,0,0,26,05/17/1994,M,Black,No,,7,,,K,021,023,157,157,27,26,0,K,021,015,157,144,48,23,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017130,101,21,2,0,0,26,06/10/1994,F,Black,No,,2,,,K,021, K3,157,125,27,1,0,K,022,013,158,142,50,19,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017080,101,21,2,0,0,26,06/05/1994,F,Black,No,,1,,,K,014,012,140,137,4,3,0,K,016, K2,144,124,21,1,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017070,101,21,2,0,0,26,04/06/1994,F,Black,No,,1,,,K,023,010,161,134,35,1,0,K,021,010,157,134,48,8,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017010,101,21,2,0,0,26,12/29/1994,M,Black,No,,0,,,K,033,024,177,159,67,30,0,K,029,017,170,148,74,31,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017200,101,21,2,0,0,26,12/10/1993,M,Black,No,,6,,,K,029,042,170,191,54,90,0,K,027,026,166,162,67,68,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017260,101,21,2,0,0,26,11/20/1992,M,Black,No,,,,,,,,,,,,,,,,,,,,
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1016960,101,21,2,0,0,26,03/07/1994,F,Black,No,,4,,,K,033,030,177,172,67,59,0,K,031,020,173,153,79,44,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017100,101,21,2,0,0,26,12/18/1993,F,Black,No,,7,,,,,,,,,,,,,,,,,,
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1016880,101,21,2,0,0,26,02/02/1994,M,Black,No,,18,,,K,028,020,168,153,50,19,0,K,031,013,173,142,79,19,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017040,101,21,2,0,0,26,10/06/1993,M,Black,No,,8,,,K,013,012,137,140,2,5,0,K, K6,013,125,142,1,19,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1016860,101,21,2,0,0,26,07/30/1994,M,Black,No,,21,,,K,020,025,154,161,22,34,0,K,018, K7,150,129,33,3,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017110,101,21,2,0,0,26,12/16/1994,F,Black,No,,8,,,K,015,019,142,151,6,16,0,K,020,011,154,136,42,10,0
4,4,4,20,1,1998,6,3,1,2002,6,,2,,,,,,,,75,10,15,5,3,4,,4,3,2,2,2,1,2,2,2,2,,,,49,169,0,1017140,101,21,2,0,0,26,09/20/1993,M,Black,No,,14,,,K,020,025,154,161,22,34,0,K,015,017,141,149,15,34,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1010740,101,22,4,0,0,35,07/25/1992,M,Black,No,,9,,,L,023,022,161,155,4,1,0,K,032,023,175,157,26,6,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1010820,101,22,4,0,0,35,01/15/1991,M,Black,No,,15,,,L,025,030,164,172,7,12,0,K,025,031,164,173,12,23,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1010750,101,22,4,0,0,35,07/25/1991,M,Black,No,,0,,,L,025,030,164,172,7,12,0,K,030,027,171,166,20,14,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1010720,101,22,4,0,0,35,03/23/1992,F,Black,No,,10,,,L,039,034,186,178,29,18,0,K,030,028,171,169,20,17,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1010810,101,22,4,0,0,35,10/14/1992,M,Black,No,,20,,,L,050,033,203,175,54,15,0,K,040,026,188,163,47,11,0
